mass,friction,reward
0.5,0.5,970.4663889799999
0.5,1.0,970.4663889799999
0.5,1.5,2162.14787868
0.5,2.0,3107.9253852000006
0.5,2.5,594.5817585399999
0.5,3.0,383.12744810000004
0.5,3.5,341.2715134999999
1.0,0.5,1035.4880064
1.0,1.0,1035.4880064
1.0,1.5,1930.9116032200002
1.0,2.0,3159.058971880001
1.0,2.5,573.45346404
1.0,3.0,392.41917068000004
1.0,3.5,338.60428394
1.5,0.5,949.4700724600001
1.5,1.0,949.4700724600001
1.5,1.5,2654.03236426
1.5,2.0,3187.33318442
1.5,2.5,566.7372928599999
1.5,3.0,395.26600528
1.5,3.5,336.74502681999996
2.0,0.5,880.15729314
2.0,1.0,880.15729314
2.0,1.5,2195.5175807
2.0,2.0,3213.47812256
2.0,2.5,597.9394256600001
2.0,3.0,392.9909119200001
2.0,3.5,335.81016729999993
2.5,0.5,854.2337269599999
2.5,1.0,854.2337269599999
2.5,1.5,1878.9625695399998
2.5,2.0,3236.69904804
2.5,2.5,641.8797422
2.5,3.0,382.95130964
2.5,3.5,333.96974646
3.0,0.5,819.27425614
3.0,1.0,819.27425614
3.0,1.5,1340.3198472400002
3.0,2.0,3256.05431828
3.0,2.5,661.51065678
3.0,3.0,383.80494652
3.0,3.5,332.5367734
3.5,0.5,806.1271690800002
3.5,1.0,806.1271690800002
3.5,1.5,1303.53466764
3.5,2.0,3276.85065842
3.5,2.5,700.38849382
3.5,3.0,386.34185852
3.5,3.5,331.76260402
4.0,0.5,838.391839
4.0,1.0,838.391839
4.0,1.5,1307.50070248
4.0,2.0,3307.2975462199997
4.0,2.5,694.8167101199999
4.0,3.0,387.73574188
4.0,3.5,331.55408367999996
4.5,0.5,873.6445787199998
4.5,1.0,873.6445787199998
4.5,1.5,1325.8393409999999
4.5,2.0,3345.6385610199995
4.5,2.5,663.37225924
4.5,3.0,386.49878438
4.5,3.5,330.48228997999996
5.0,0.5,894.7057373199999
5.0,1.0,894.7057373199999
5.0,1.5,1236.52038076
5.0,2.0,3373.61199778
5.0,2.5,627.1309010599999
5.0,3.0,384.37688061999995
5.0,3.5,329.3665766
5.5,0.5,891.2633384
5.5,1.0,891.2633384
5.5,1.5,1337.08816628
5.5,2.0,3387.4579505799998
5.5,2.5,565.2649087799999
5.5,3.0,382.97775902
5.5,3.5,328.1691341
6.0,0.5,872.15523846
6.0,1.0,872.15523846
6.0,1.5,1293.2603706799998
6.0,2.0,3375.8403333399997
6.0,2.5,529.2244739199999
6.0,3.0,382.70573812000003
6.0,3.5,326.90843084000005
6.5,0.5,824.3218931600001
6.5,1.0,824.3218931600001
6.5,1.5,1215.3679098
6.5,2.0,3355.5343362000003
6.5,2.5,510.14009238
6.5,3.0,382.83575074
6.5,3.5,325.14942128
7.0,0.5,783.9532334800001
7.0,1.0,783.9532334800001
7.0,1.5,1184.2131501
7.0,2.0,3381.37346286
7.0,2.5,501.76942292
7.0,3.0,382.49461763999994
7.0,3.5,323.68393356
7.5,0.5,750.7005228400001
7.5,1.0,750.7005228400001
7.5,1.5,1043.00512026
7.5,2.0,2995.3559522
7.5,2.5,486.44442222
7.5,3.0,382.47122695999997
7.5,3.5,321.94159984000004
8.0,0.5,739.6372269799999
8.0,1.0,739.6372269799999
8.0,1.5,1002.0319884599999
8.0,2.0,1445.1926564399996
8.0,2.5,472.32867164000004
8.0,3.0,381.2262443
8.0,3.5,320.12778948000005
8.5,0.5,728.42523734
8.5,1.0,728.42523734
8.5,1.5,950.05238214
8.5,2.0,1226.10496284
8.5,2.5,464.9994743
8.5,3.0,379.37898558
8.5,3.5,317.96706508
9.0,0.5,712.1189858999999
9.0,1.0,712.1189858999999
9.0,1.5,900.4934321599998
9.0,2.0,1148.2345977
9.0,2.5,462.94646523999995
9.0,3.0,378.2913325400001
9.0,3.5,316.04742644
9.5,0.5,697.63790252
9.5,1.0,697.63790252
9.5,1.5,861.26764936
9.5,2.0,1157.45997804
9.5,2.5,462.5619501399999
9.5,3.0,376.47312102
9.5,3.5,313.97679964
10.0,0.5,680.3761367200001
10.0,1.0,680.3761367200001
10.0,1.5,857.74356346
10.0,2.0,1141.92936976
10.0,2.5,455.66348968
10.0,3.0,374.9634431200001
10.0,3.5,311.83028534000005
10.5,0.5,648.3745904400001
10.5,1.0,648.3745904400001
10.5,1.5,838.6490771200001
10.5,2.0,882.4835687
10.5,2.5,446.93495444
10.5,3.0,373.05722094000004
10.5,3.5,309.49697763999995
11.0,0.5,632.82193196
11.0,1.0,632.82193196
11.0,1.5,809.9011832
11.0,2.0,862.2128941999998
11.0,2.5,446.24240068
11.0,3.0,371.14857436
11.0,3.5,307.49898649999994
11.5,0.5,633.6548282
11.5,1.0,633.6548282
11.5,1.5,803.02479984
11.5,2.0,835.9174124199999
11.5,2.5,425.59834664000005
11.5,3.0,369.42115068000004
11.5,3.5,305.30726826
