mass,friction,reward
0.5,0.5,146.41950472
0.5,1.0,146.41950472
0.5,1.5,151.46363666000002
0.5,2.0,160.84536310000001
0.5,2.5,170.03632096
0.5,3.0,172.34519959999997
0.5,3.5,225.70579876
1.0,0.5,149.1358425
1.0,1.0,149.1358425
1.0,1.5,156.29639646
1.0,2.0,166.65836674
1.0,2.5,177.50341276
1.0,3.0,185.52886998000002
1.0,3.5,232.58125264000003
1.5,0.5,152.29451834000002
1.5,1.0,152.29451834000002
1.5,1.5,161.6361792
1.5,2.0,174.24166066
1.5,2.5,192.74185043999998
1.5,3.0,250.5997331
1.5,3.5,235.40461990000003
2.0,0.5,156.66399305999997
2.0,1.0,156.66399305999997
2.0,1.5,167.2390225
2.0,2.0,188.59019848
2.0,2.5,254.53540443999998
2.0,3.0,258.18520972
2.0,3.5,236.60265833999998
2.5,0.5,160.4550241
2.5,1.0,160.4550241
2.5,1.5,178.38842824000002
2.5,2.0,250.15917044000003
2.5,2.5,262.64109344
2.5,3.0,276.59088426
2.5,3.5,142.67416824
3.0,0.5,165.94656909999998
3.0,1.0,165.94656909999998
3.0,1.5,233.7242294
3.0,2.0,258.07633042000003
3.0,2.5,269.10091252
3.0,3.0,278.46983664000004
3.0,3.5,140.57789722
3.5,0.5,193.95058368000002
3.5,1.0,193.95058368000002
3.5,1.5,238.5910051
3.5,2.0,444.9237355400001
3.5,2.5,2344.03676714
3.5,3.0,277.31116264
3.5,3.5,141.70257718000002
4.0,0.5,231.45250961999997
4.0,1.0,231.45250961999997
4.0,1.5,244.49038344000002
4.0,2.0,851.1686326399999
4.0,2.5,3204.62812892
4.0,3.0,275.07527888
4.0,3.5,138.59363704
4.5,0.5,236.90175843999998
4.5,1.0,236.90175843999998
4.5,1.5,251.21736662
4.5,2.0,3160.7905191199993
4.5,2.5,3203.44613882
4.5,3.0,150.56314623999998
4.5,3.5,128.8187303
5.0,0.5,239.97106937999996
5.0,1.0,239.97106937999996
5.0,1.5,255.07225780000002
5.0,2.0,3205.84867872
5.0,2.5,3259.3684379400006
5.0,3.0,150.06283508
5.0,3.5,111.83236959999998
5.5,0.5,241.19817946
5.5,1.0,241.19817946
5.5,1.5,260.6876196
5.5,2.0,3224.81047502
5.5,2.5,3284.9373376800004
5.5,3.0,150.63166436
5.5,3.5,92.0995306
6.0,0.5,242.51390874
6.0,1.0,242.51390874
6.0,1.5,266.3451152
6.0,2.0,3242.8228595399996
6.0,2.5,3318.5617624600004
6.0,3.0,151.30915574
6.0,3.5,53.56523184
6.5,0.5,243.12091952
6.5,1.0,243.12091952
6.5,1.5,270.74137333999994
6.5,2.0,3260.236205
6.5,2.5,2239.3522975
6.5,3.0,152.14592036
6.5,3.5,34.865377980000005
7.0,0.5,243.58033926
7.0,1.0,243.58033926
7.0,1.5,274.53472
7.0,2.0,3279.0758120799997
7.0,2.5,1289.5932546600002
7.0,3.0,150.31466504
7.0,3.5,31.87278608
7.5,0.5,244.36397984000004
7.5,1.0,244.36397984000004
7.5,1.5,277.61687592000004
7.5,2.0,1811.3992224600004
7.5,2.5,1036.9750319
7.5,3.0,146.07396742
7.5,3.5,31.21014964
8.0,0.5,245.08473363999997
8.0,1.0,245.08473363999997
8.0,1.5,280.57389904
8.0,2.0,1213.03317234
8.0,2.5,804.5099535600001
8.0,3.0,131.99493374
8.0,3.5,30.736728799999995
8.5,0.5,245.87405266
8.5,1.0,245.87405266
8.5,1.5,282.42647938000005
8.5,2.0,992.9773637399999
8.5,2.5,757.8677921600001
8.5,3.0,114.92055411999999
8.5,3.5,30.417567079999994
9.0,0.5,246.53872439999998
9.0,1.0,246.53872439999998
9.0,1.5,285.3689014600001
9.0,2.0,846.9702909999999
9.0,2.5,168.53830288
9.0,3.0,98.14473662
9.0,3.5,29.999138000000002
9.5,0.5,246.81178319999998
9.5,1.0,246.81178319999998
9.5,1.5,287.63586344
9.5,2.0,759.70817098
9.5,2.5,167.50307322
9.5,3.0,74.05553278000001
9.5,3.5,29.59328018
10.0,0.5,247.64268411999998
10.0,1.0,247.64268411999998
10.0,1.5,289.71738188
10.0,2.0,732.5339682599999
10.0,2.5,167.11391694000002
10.0,3.0,56.46376756000001
10.0,3.5,29.40827902
10.5,0.5,247.88847948000003
10.5,1.0,247.88847948000003
10.5,1.5,291.98655426
10.5,2.0,601.09955838
10.5,2.5,167.02311197999998
10.5,3.0,44.0019712
10.5,3.5,29.22806402
11.0,0.5,248.6489213
11.0,1.0,248.6489213
11.0,1.5,294.18654548
11.0,2.0,586.4926916000001
11.0,2.5,167.21932094
11.0,3.0,36.19701922
11.0,3.5,29.078527960000002
11.5,0.5,249.31999742000005
11.5,1.0,249.31999742000005
11.5,1.5,295.22721509999997
11.5,2.0,572.97899158
11.5,2.5,167.23753258
11.5,3.0,33.453446119999995
11.5,3.5,28.8308558
