mass,friction,reward
0.5,0.5,2283.60191726
0.5,1.0,2283.60191726
0.5,1.5,2871.1663740599997
0.5,2.0,1059.3301542999998
0.5,2.5,1286.0603406199998
0.5,3.0,381.8401275
0.5,3.5,280.65026122
1.0,0.5,918.96557802
1.0,1.0,918.96557802
1.0,1.5,2782.2695731200006
1.0,2.0,2536.62691984
1.0,2.5,1201.527445
1.0,3.0,383.50206372
1.0,3.5,283.04640652
1.5,0.5,789.87206392
1.5,1.0,789.87206392
1.5,1.5,2742.83701576
1.5,2.0,3351.7632990999996
1.5,2.5,1382.6548096400002
1.5,3.0,386.73998474000007
1.5,3.5,285.46457059999994
2.0,0.5,701.15758222
2.0,1.0,701.15758222
2.0,1.5,2602.0684885800006
2.0,2.0,3030.4000540399998
2.0,2.5,1391.0358808400001
2.0,3.0,389.42998229999995
2.0,3.5,288.20377208
2.5,0.5,696.16767284
2.5,1.0,696.16767284
2.5,1.5,1998.60494852
2.5,2.0,2704.69760504
2.5,2.5,1340.53240652
2.5,3.0,391.24939585999994
2.5,3.5,290.19424736
3.0,0.5,697.4885608
3.0,1.0,697.4885608
3.0,1.5,1871.5883138400002
3.0,2.0,1710.4454275399999
3.0,2.5,1168.6022913200002
3.0,3.0,392.62744372000003
3.0,3.5,291.28689481999993
3.5,0.5,665.4223175599999
3.5,1.0,665.4223175599999
3.5,1.5,1101.4335178400001
3.5,2.0,1730.16073822
3.5,2.5,948.78281368
3.5,3.0,392.92152547999996
3.5,3.5,292.46572224000005
4.0,0.5,639.17173632
4.0,1.0,639.17173632
4.0,1.5,928.72542818
4.0,2.0,1447.75804594
4.0,2.5,853.3351803999999
4.0,3.0,393.44577848
4.0,3.5,293.20555562000004
4.5,0.5,609.3084483
4.5,1.0,609.3084483
4.5,1.5,892.0556361400002
4.5,2.0,1352.85153982
4.5,2.5,813.1207203199999
4.5,3.0,392.84126631999993
4.5,3.5,292.6267427
5.0,0.5,582.12333012
5.0,1.0,582.12333012
5.0,1.5,853.83892052
5.0,2.0,1317.8446653400001
5.0,2.5,772.4435913000001
5.0,3.0,392.52697414
5.0,3.5,293.0897765
5.5,0.5,564.0734325600001
5.5,1.0,564.0734325600001
5.5,1.5,811.0887669800002
5.5,2.0,1305.31012614
5.5,2.5,742.18105142
5.5,3.0,392.48060602
5.5,3.5,294.07009416
6.0,0.5,568.2016207600001
6.0,1.0,568.2016207600001
6.0,1.5,775.69411866
6.0,2.0,1304.1136397799999
6.0,2.5,709.7843334
6.0,3.0,391.40078442000004
6.0,3.5,295.87841226
6.5,0.5,577.28814008
6.5,1.0,577.28814008
6.5,1.5,750.9811003800002
6.5,2.0,1263.9789435799999
6.5,2.5,674.30760194
6.5,3.0,391.11339028000003
6.5,3.5,296.6928398
7.0,0.5,570.59012476
7.0,1.0,570.59012476
7.0,1.5,719.6568032800001
7.0,2.0,1156.59226904
7.0,2.5,646.0979076000001
7.0,3.0,390.31999759999997
7.0,3.5,296.26113748
7.5,0.5,553.9445695000001
7.5,1.0,553.9445695000001
7.5,1.5,684.8040877400001
7.5,2.0,1098.69669144
7.5,2.5,627.3386105599999
7.5,3.0,389.14134681999997
7.5,3.5,295.9088913
8.0,0.5,537.0960020200001
8.0,1.0,537.0960020200001
8.0,1.5,659.4393715400001
8.0,2.0,1045.85869276
8.0,2.5,609.0204167999999
8.0,3.0,388.4081806800001
8.0,3.5,296.08070614
8.5,0.5,517.0840466599999
8.5,1.0,517.0840466599999
8.5,1.5,644.8815217599999
8.5,2.0,994.1051363999999
8.5,2.5,589.4869348
8.5,3.0,387.42401197999993
8.5,3.5,296.0512019
9.0,0.5,501.81852589999994
9.0,1.0,501.81852589999994
9.0,1.5,635.38331172
9.0,2.0,972.8943269199999
9.0,2.5,575.2393519000001
9.0,3.0,385.9745027200001
9.0,3.5,296.68109096
9.5,0.5,491.96810519999997
9.5,1.0,491.96810519999997
9.5,1.5,626.02696022
9.5,2.0,955.1863576000001
9.5,2.5,559.18346458
9.5,3.0,384.74660084000004
9.5,3.5,297.33212258
10.0,0.5,483.24895922
10.0,1.0,483.24895922
10.0,1.5,617.31415794
10.0,2.0,933.32996868
10.0,2.5,547.3220539600001
10.0,3.0,383.96109815999995
10.0,3.5,297.81847863999997
10.5,0.5,476.89613394
10.5,1.0,476.89613394
10.5,1.5,605.17290214
10.5,2.0,905.20152442
10.5,2.5,534.67481764
10.5,3.0,382.33600359999997
10.5,3.5,298.48651986
11.0,0.5,465.32140582000005
11.0,1.0,465.32140582000005
11.0,1.5,593.2431615600001
11.0,2.0,859.00335812
11.0,2.5,523.73280678
11.0,3.0,381.7357668799999
11.0,3.5,299.31871862
11.5,0.5,452.99284012000004
11.5,1.0,452.99284012000004
11.5,1.5,578.4284821
11.5,2.0,823.39140546
11.5,2.5,514.33301622
11.5,3.0,380.55970693999996
11.5,3.5,299.77555488
